level_index,shot_index,bird_start_x,bird_start_y,target_original_idx,angle_deg,velocity,destroyed_original_indices
26,1,0.7332432438348667,0.005951276558917362,10,52.998638114451786,9.282355932524776,
26,2,0.5099232480997147,0.371410224793157,10,50.357588946471715,9.20374835404188,
26,3,0.33203605604612596,0.4719580314289601,10,49.03016767700917,9.224166892362723,
27,0,0.4613440661447815,0.4199149222354521,3,13.839676699925523,12.105785142802135,
27,1,0.41516553340092655,0.38291102061380244,8,23.810234172216116,13.819804968727386,
27,2,0.06008193753023061,0.8957428418729695,0,4.095405018830741,13.207470216006607,
28,0,0.7863687426687944,0.06091206144128303,1,6.6066012466417225,12.869251869776079,1|3|4|5|7|8|9|10|12|13|14
28,1,0.35825903437594,0.7086450849456188,2,25.333990790216262,13.617363181471273,
28,2,0.3472097806154626,0.6645972063163784,2,25.440064533678747,13.627746549676324,
29,0,0.9804253817290244,0.17194825563739702,6,8.580188940195317,11.425384244468285,1|2|4|6|7|10|11|12|13|14
29,1,0.7449386167806258,0.14362861304869334,0,66.48338790677595,9.855947836653343,
29,2,0.8580073606570733,0.12401274034251442,9,50.30175121401172,11.449116654445259,
29,3,0.886052171547263,0.07040398987903018,9,50.54044381530647,11.459148578455581,
