level_index,shot_index,bird_start_x,bird_start_y,target_original_idx,angle_deg,velocity,destroyed_original_indices
5,1,0.5281155666213351,0.3637242293920745,3,60.879349985298376,8.9218756023239,0|1|2|4|5|6|7|9
5,2,0.41167326278494787,0.8217473838051271,3,58.48975315269439,8.735004101823456,0|1|2|4|5|6|7|9
5,3,0.47918549648204023,0.8290367850500264,3,58.88739768835625,8.711798063167302,0|1|2|4|5|6|7|9
5,4,0.06844602529397648,0.7957615758414835,3,56.48893966671389,8.850037360401874,0|1|2|4|5|6|7|9
6,0,0.4315338970985091,0.09363421314049347,3,57.132192249340704,10.197673096033109,
6,1,0.5852701532085175,0.4009903139650578,3,56.92199838079904,10.032230085877378,
6,2,0.8143128980425819,0.3529494526087804,8,43.615696068315664,11.41477633657962,
6,3,0.5164887609528696,0.9299274976342298,7,25.94022453353641,13.64643959762957,
6,4,0.37229381460116495,0.12560806283496817,8,43.031955478293206,11.617966284464641,
7,0,0.010830810193510731,0.9651847687398986,2,34.177412097109425,12.28364672387515,
7,1,0.9190100041638941,0.3541058963259055,7,70.05917774616937,8.975034891341318,1|3|4|5|6|7|8|9
7,2,0.12186987556655193,0.24793903784098947,0,43.6177435946022,12.026379562034284,
7,3,0.38243140319921143,0.16906805367864453,0,44.545587657782356,11.97235043127943,
7,4,0.3894765553352514,0.36218220890388897,0,44.020775044626724,11.914963984641975,
8,0,0.5874895497422077,0.7969786654541225,9,13.892493296864435,11.919785652646317,0|1|3|4|5|6|7|8|9
8,1,0.12671485440292263,0.9937258570544316,2,46.356874153994376,9.827838774974728,
8,2,0.6776250713753722,0.5361302132180373,2,50.5239024210679,9.816322082230363,
8,3,0.7127683471888756,0.14104593175167357,2,52.099895295245496,9.958280864770055,
8,4,0.4307247573623436,0.33993236438171104,2,50.15188734041151,9.969187898043504,
9,0,0.3932538755464978,0.8815171075337328,3,33.500366764394045,13.014897167603243,1|2|4|5|6
9,1,0.2877923003543231,0.5927424480393022,9,63.29860329604262,9.387228506547325,
9,2,0.4350851431145222,0.7889761292180374,8,7.4506040296423715,9.956207717431212,0|1|2|4|5|6|8
9,3,0.9478194275896722,0.6508679949878309,9,67.02886460895141,9.213281445361774,
9,4,0.9590597120147349,0.5072110678233465,7,64.26436309847986,10.399501597626827,
10,0,0.1643911342349662,0.4612933538019711,5,51.33089061771867,10.883911734464844,
10,1,0.058921273873694835,0.4394991543329465,4,28.95413692948144,14.449808487040539,
10,2,0.7091917605101247,0.32335604188018197,7,28.102884524500826,13.351937796690102,
10,3,0.23412775434615407,0.018652009008358172,7,28.2403614085024,13.556848322102509,
10,4,0.2699615555488334,0.5394924984711928,6,45.95360093307255,8.610064355690332,0|1|2|3|4|5|6|7|8|9|10|11
11,0,0.7005646965037906,0.250418154434207,6,69.76380422250442,9.327631217481652,
11,1,0.13116335944227986,0.3570845965551668,6,66.12249263581896,9.387861065646758,
11,2,0.2791514085138156,0.11471211730900954,8,80.39803161711357,9.896714865635234,2|3|5|8|10|11
11,3,0.7886992388620792,0.4058924413193782,0,12.51338832068608,11.893992175104069,0|1|2|3|4|5|8|9|10|11
11,4,0.4975918621433443,0.0049272090174555805,7,35.020735164055864,12.277814018985234,
12,0,0.5000070179904462,0.6637549647303164,1,33.86309587852891,11.337943720026404,0|1|6|8|9|10|11
12,1,0.8866755229041561,0.9492134766752107,7,2.4769579823835954,7.572967914957557,0|1|3|6|7|8|9|10|11
12,2,0.8420023861152691,0.20082411482233842,5,81.30366910049275,10.2082798997699,1|3|7|8|10
12,3,0.9814899932860223,0.007394262926346817,5,82.18994874650322,10.290227524554549,1|3|7|8|10
13,0,0.6730132141662479,0.580078306389548,4,42.401865602183534,10.3688414100594,
13,1,0.005345481435466093,0.08234268242498877,8,38.291626995935296,12.977184544440203,
13,2,0.24019950944665058,0.12234190139577628,7,18.014609919103332,12.511426691249433,0|1|2|3|5|6|7|8|9|11
13,3,0.2577515423400475,0.4007567411312394,4,41.65994004057426,10.569407199744184,0|1|2|5|6|7|8|9
13,4,0.7519111382657243,0.7617872229800919,10,25.483200996074526,10.865407192988194,0|1|2|5|6|7|8|9|11
14,0,0.687151037164803,0.7212234433358615,3,66.91845908260021,8.368061459664437,
14,1,0.6658693100498507,0.2152884134797578,9,24.939015975320498,13.731022683967781,
14,2,0.035150618822602064,0.04551568204360379,8,17.05493109319357,6.135007908861994,0|1|2|3|4|5|7|8|9|10|11
14,3,0.4776338156012365,0.33022403621388674,6,35.96244696533784,12.85845397311258,
14,4,0.7580680540342736,0.47573842162606605,6,36.12474871425444,12.7388616610304,
15,0,0.03055365728450521,0.17381841969388978,8,5.487685754654261,13.396760370736386,0|2|3|4|5|7|8|9|10
15,1,0.9244014794142507,0.5826684433726697,6,44.54485113539107,9.858917927739434,0|2|3|4|7|8
15,2,0.21468145608211675,0.6337112122778961,11,71.37108677634093,9.261851360079005,0|2|3|4|5|7|8
15,3,0.5915389366642073,0.986799807771019,11,73.05753733441158,9.019889570078528,0|2|3|4|5|7|8
16,0,0.23837212864316226,0.2947169441014893,1,43.926535295593,11.042910484771625,
16,1,0.6156741078733626,0.6800207405752393,3,14.782261084418517,13.350278894129405,
16,2,0.6750647575481561,0.831708458833735,1,43.51809641221496,10.733858476789177,
16,3,0.0673914858939626,0.522873788706217,0,8.781991330805772,11.46916867913213,
16,4,0.6945635047645599,0.9274994373102934,3,14.086517868163217,13.299498286534849,0|1|2|3|4|5|7|8|9
17,0,0.5045359417529328,0.14210902817907223,10,20.06843942808387,12.885061455048653,
17,1,0.9833318084723723,0.8810639247559389,6,14.354191079031992,9.240389556604132,0|2|4|5|7|8|10
17,2,0.5381271934888733,0.6770663950468248,11,29.257826061256406,12.55059509387766,
17,3,0.6894966026853948,0.6274534731868148,9,49.0793295074514,10.485287411991361,0|4|5|7|8|10
18,0,0.9029710755660539,0.7404925732356389,0,19.17586536099608,11.048378725018658,
18,1,0.18736616150632468,0.14269283536852406,4,53.856128736385195,8.796480570502396,
18,2,0.038802311501948905,0.16364237245343238,9,31.260249228298637,9.544909609114171,
18,3,0.19830370860878332,0.35752385858819946,4,52.980859675706924,8.696178863725883,
18,4,0.4266753555052797,0.8938515889166584,7,80.24209464782822,7.227014532556708,
19,0,0.12252663632287819,0.2516963167226898,6,28.226772828465894,13.996024423984156,
19,1,0.6856039122877534,0.24307420902911503,7,35.7345123059945,12.119400729102384,
19,2,0.8672842431403405,0.5303133304403129,8,69.63123935397219,10.417508546442699,
19,3,0.36768339492749336,0.5469171348314389,9,37.90348206537395,11.577481281487888,
19,4,0.03467801412493987,0.4228642896933895,7,33.779319184147845,12.292962290804676,
20,0,0.4500594132020457,0.30651332378889795,9,34.53346079834171,8.728629049371165,0|1|2|5|6|8|9|10|11|12|14
20,1,0.15695026904478893,0.20869143482150354,4,18.013624269594736,12.848447078804893,
20,2,0.9564483254396565,0.523664266586717,7,13.846599124310849,6.65466321960587,0|1|2|5|6|7|8|9|10|11|12|14
20,3,0.052414647860069774,0.8944913776671524,4,15.671012773139985,12.810761433386375,
21,0,0.3768109223088799,0.22485161970531964,7,35.18039051477695,12.172520552678252,
21,1,0.43178108522860836,0.80060027582271,12,33.31693366155342,13.265339442367097,
21,2,0.9959376857443565,0.09400730397762136,4,16.425080622181206,10.513767683007343,0|1|2|4|5|6|7|10|11|12|13|14
21,3,0.07824426507620053,0.7915226136509691,9,19.46918621764406,13.686238736427791,
22,0,0.9766623896607168,0.7205878004619477,8,9.13923059541387,12.993139541268654,0|2|3|4|5|6|7|8|9|10|11|13|14
22,1,0.11046208601553964,0.8213623048437415,12,64.21065681004907,8.949894439587398,0|3|4|5|6|7|8|9|10|11|13|14
22,2,0.9256750213213207,0.4032757691315849,1,23.520060893049877,11.568569493757492,0|2|3|4|5|6|7|8|9|10|11|13|14
22,3,0.7638905576046199,0.49545887137408107,1,22.899646889266368,11.616064692112209,0|2|3|4|5|6|7|8|9|10|11|13|14
23,0,0.08760274865969153,0.020047611663947196,12,17.362220719062353,12.91007877545885,
23,1,0.03284862803284416,0.6929845413902693,13,7.054465437190754,11.937576451373982,
23,2,0.4580339222411022,0.3490627682024845,14,45.99010447873618,11.00889686458286,
24,0,0.42712655831830026,0.013456684467973878,3,7.17769320032115,10.279390640301228,0|1|2|3|4|5|6|7|8|9|10|12|13|14
24,1,0.21258133462725737,0.41340698678638055,11,60.81390041961741,9.134447716693426,0|3|4|5|6|7|8|9|10|12|13|14
24,2,0.14233476906663667,0.7239404875227748,11,59.34148808523032,9.007983745748788,
25,0,0.11419807993469444,0.3697791869667182,2,38.1656362396767,9.518873122312627,
25,1,0.4130384809285974,0.43333791207307315,1,48.690492062044996,6.348567693573068,
25,2,0.7616974860140161,0.5017170378578155,11,1.704118298607256,13.328949654421477,0|2|3|6|7|9|11|13|14
26,0,0.37384521460063047,0.9807961954038805,2,8.27552798302707,11.866778795926548,
26,1,0.310438768791354,0.007617699866427241,3,20.941293954188836,11.659136155293831,
26,2,0.8035622423818385,0.24734606376720847,5,7.310850304320997,12.953215461699532,0|1|2|3|4|5|7|8|9|11|12|13|14
26,3,0.7666215885966426,0.4187487652069112,6,59.13254179659068,10.499637646256302,
27,0,0.9338148554266101,0.9086782489667893,11,86.27272056180855,8.487479767983091,
27,1,0.8713548083800505,0.24259120841006976,8,24.74635460237508,13.692225483377689,
27,2,0.7461473280983582,0.048654922988218496,4,23.62525866582266,12.917450168487843,
28,0,0.27165622990080107,0.1651532735539557,10,18.905696583917894,11.703716405301668,
28,1,0.020401484188701247,0.10184684397280552,12,31.562108414039162,11.734011488246397,
28,2,0.5871014037061799,0.020661763156302193,3,38.7942152596526,10.93153576562002,
29,0,0.34662118207709647,0.07845148900430654,14,42.853010984372936,12.087062719140844,
29,1,0.6054239063860217,0.991486597177902,10,30.685566794130896,12.115091385472283,
29,2,0.02713444368822271,0.6117165353341171,10,30.800678345558275,12.39147971086845,
29,3,0.8340142424097688,0.5785858619409506,3,33.614627784721236,10.750656415722045,
